@relation train

@attribute R REAL
@attribute G REAL
@attribute B REAL
@attribute G1 REAL
@attribute G2 REAL
@attribute x_region REAL
@attribute y_region REAL
@attribute num_pixels_regions REAL
@attribute text REAL
@attribute type {1,2,3,4,5,6,7}

@data
172.03,168.67,163.22,23.51,13.984,118.39,320.74,381,0,3
118.47,108.25,94.354,8.7313,11.919,135.35,424.86,661,1,3
234.41,232.87,232.14,70.838,2.8481,72.34,557.35,905,0,3
190.97,186.45,183.38,74.957,0.5765,249.41,547.17,347,1,3
191.14,186.14,182.14,16.744,5.8927,249.41,418.16,37,21,3
94.469,94.795,89.77,24.854,9.2685,297.24,297.6,2625,0,3
144.17,145.58,138.58,36.363,5.6284,430.28,269.62,955,0,3
164.51,160.69,157.64,56.92,1.1695,405.57,126.61,247,1,3
68.109,60.239,43.255,7.6411,5.0407,446.14,158.71,247,8,3
99.96,89.801,71.51,13.851,8.6874,440.38,429.27,502,7,3
82.134,74.699,61.727,10.126,13.581,443.15,704.68,554,8,3
126.33,114.95,96.994,9.6231,11.264,321.49,703.1,157,8,3
118.47,108.25,94.354,8.7313,11.919,135.35,424.86,661,6,3
109.68,101.36,88.304,8.0885,11.821,140.5,166.16,480,8,3
113.38,122.38,120.74,4.4576,5.1238,176.13,98.956,975,4,5
108.42,109.04,105.12,4.3227,30.113,196.42,233.73,26,62,5
151.71,163.08,172.41,28.355,29.365,173.2,289.4,164,32,5
168.39,184.68,202.59,55.243,13.247,194.17,364.88,106,13,5
126.9,133.6,143.67,64.122,8.9167,176.61,503.1,146,21,5
169.71,178.83,192.25,17.306,24.605,180.53,536.76,505,1,5
127.23,133.34,143.05,4.7054,7.2224,174.07,633.64,61,3,5
133.09,143.39,143.11,14.39,3.465,328.54,621.72,885,2,5
99.378,97.514,94.919,6.0453,11.605,305.75,674.29,148,10,5
56.412,49.392,35.041,1.7119,14.99,483.21,610.6,97,32,5
77.617,71.319,61.596,15.231,24.523,512.68,523.36,47,48,5
108.12,119.91,115.95,6.0888,19.915,484.93,314.26,43,11,5
64.783,64.129,39.195,24.247,7.1736,452.07,248.84,503,4,5
89.573,101.68,95.898,7.2171,6.1088,469.74,87.147,550,8,5
52.312,47.857,40.26,26.879,27.641,318.86,257.29,77,31,5
116.07,121.81,116.23,8.6085,9.3849,308.95,319.67,806,8,5
109.89,113.85,120.09,33.529,6.0515,297.76,392.54,93,7,5
110.7,115.03,112.01,1.274,18.523,337.42,456.26,349,33,5
135.63,147.17,144.06,9.3442,5.4816,325.31,527.43,769,11,5
170.73,181.67,196.55,11.284,23.894,179.68,588.75,373,1,5
73.602,79.932,75.777,-5.4795,15.502,523.39,222.6,103,10,7
254.97,255,255,88.821,0.019815,58.749,384.73,992,0,2
237.53,237.79,236.99,68.926,3.7407,65.66,691.69,950,0,2
34.935,43.903,21.226,24.292,2.9831,591.73,220.84,62,2,2
43.83,45.638,44.064,16.034,52.397,581.55,791.96,47,13,2
134.77,135.64,134.46,29.265,9.0938,92.798,75.007,277,2,3
180.38,180.86,186.03,61.879,0.93931,138.85,203.66,190,1,3
180.62,180.18,183.72,34.699,1.1097,187.82,320.64,139,1,3
244.82,245.14,245.84,71.533,3.2382,30.392,317.32,1013,0,3
58.558,55.16,45.013,-1.2542,5.083,41.981,187.64,701,3,3
72.998,67.564,56.369,-2.1996,5.8154,55.431,208.2,585,4,3
126.28,126,126.47,1.5767,19.918,128.39,384.91,109,8,3
189.15,188.31,193.34,0.81782,6.5063,149.11,454.86,149,4,3
123.01,120.79,121.09,12.76,15.663,317.8,302.75,179,1,3
142.63,142.24,141.48,50.941,6.8853,252.54,76.837,283,1,3
71.908,73.258,71.978,24.583,7.2668,454.96,80.813,2330,1,3
105.15,106.2,108.92,12.375,24.039,417.81,208.39,401,2,3
146.05,145.2,147.63,41.437,0.96014,449.91,304.09,182,1,3
154.53,153.53,158.53,32.371,1.7324,488.03,440.06,115,4,3
146.79,145.79,150.89,44.687,1.3112,479.49,374.38,336,1,3
173.94,172.94,178.94,45.35,1.2302,308.31,503.85,192,2,3
199.14,198.13,204.13,62.862,0.50437,150.61,544.47,1276,0,3
200.26,199.63,205.46,73.291,0.53894,61.3,600.79,470,0,3
137.43,137.25,142.78,43.307,3.5544,289.72,626.31,2004,1,3
95.69,95.785,99.878,42.319,3.7188,439.99,642.95,2248,1,3
145.35,144.35,150.19,-0.94627,1.5806,489.63,587.77,212,1,3
199.23,198.23,204.04,61.226,0.90766,145.18,641.21,936,1,3
142.77,144.24,151.9,17.502,14.798,206.36,706.15,234,1,3
93.748,97.693,102.04,16.181,9.4975,315.67,716.72,127,5,3
59.396,59.391,60.846,14.252,6.3355,442.47,734.02,169,3,3
80.154,77.365,71.447,4.5649,8.266,294.49,787.49,999,4,3
153.61,154.61,148.61,31.547,2.301,212.35,784.41,74,4,3
143.61,143.46,136.92,31.064,11.971,60.287,768.98,314,0,3
178.73,181.26,180.14,26.872,7.309,143.6,738.03,1173,5,3
15.386,19.627,18.506,53.282,7.3564,530.06,34.422,83,5,5
56.683,72.021,67.409,21.424,2.5192,518.24,85.052,868,5,5
54.176,59.539,63.416,44.743,5.5723,326.36,42.03,267,1,5
114.44,134.49,156.64,64.05,1.3765,172.65,38.284,81,0,5
101.31,116.76,115.64,-10.706,7.3013,26.712,83.503,330,4,5
68.926,71.916,63.361,26.763,12.803,49.797,133.29,202,2,5
86.794,86.203,80.03,2.406,9.3205,107.15,247.55,403,0,5
73.836,70.918,62.56,-10.535,4.2112,97.203,278.93,207,3,5
61.771,64.29,61.737,-19.209,7.0667,177.27,412.77,551,7,5
40.498,40.056,40.031,14.04,9.6272,260.28,298.81,319,0,5
53.32,53.32,54.371,40.365,13.15,243.52,242.58,550,3,5
88.902,99.021,106.3,49.758,11.824,202.98,111.39,1213,2,5
44.403,42.163,31.379,3.3279,11.425,385.58,402.25,588,2,5
31.158,29.011,21.042,2.9588,4.7541,359.33,301.65,613,2,5
45.757,45.932,44.192,36.842,3.7456,373.41,255.4,177,9,5
15.222,16.529,17.677,60.488,3.44,520.47,270.53,2823,1,5
9.9012,10.575,10.378,43.79,4.1807,517.1,308.36,405,1,5
30.869,36.428,36.69,2.6419,5.7533,382.06,726,145,10,5
175.27,190,205.46,-19.954,40.922,258.02,705.87,52,11,5
15.005,14.442,11.658,16.894,7.9478,518.57,750.28,556,6,6
254.98,254.98,254.95,89.034,0.06034,181.08,130.41,2360,0,1
253.01,253.03,253.39,85.248,1.5078,77.976,308.86,1394,0,1
254.99,254.91,254.93,85.981,0.099546,96.499,694.25,897,0,1
255,254.99,254.99,89.658,0.010478,180.61,725.41,3943,0,1
30.841,42.841,40.659,17.594,11.864,367.73,153.82,44,19,2
32.705,45.898,36.784,13.84,8.796,389.7,262.65,88,12,2
46.573,63.539,48.225,2.1328,10.532,429.42,218.71,89,10,2
48.828,65.644,49.402,13.293,16.359,285.99,407.49,87,34,2
40.527,54.458,39.885,0.65804,12.182,409.48,411.77,260,10,2
55.805,74.366,54.732,-2.5078,15.522,202.85,546.22,41,19,2
50.425,65.75,50,-2.3227,13.413,337.41,551.26,80,9,2
93.793,81.81,44.259,7.3352,28.823,340.47,738.1,116,26,2
64.03,71.136,40.394,7.6239,17.559,412.74,689.92,66,19,2
159.14,161.82,168.59,16.143,4.3034,353.46,64.388,1764,1,3
106.39,102.34,101.19,16.36,6.8359,258.75,264.22,241,11,3
187.52,189.86,200.52,-1.2829,6.7772,301.63,317.77,64,8,3
152.99,153,161.45,11.593,24.238,198.96,400.62,78,18,3
150.2,152.16,161.27,9.9475,7.2282,236.32,469.8,280,9,3
184.92,187.75,198.44,5.9389,11.193,164.41,483.49,159,21,3
98.659,97.319,105.07,15.089,4.7991,84.539,603.04,853,10,3
180.5,184.82,189.27,23.243,1.9572,465.59,659,90,3,3
174.36,178.36,187.36,23.812,2.2878,463.7,743.82,181,0,3
180.09,183.22,188.09,0.88269,3.1719,460.42,452.7,136,4,3
99.464,97.534,103.64,6.0564,3.7954,427.81,309.77,444,5,3
51.059,39.192,39.376,25.854,2.3961,415.08,787.44,407,1,3
136.32,138.92,155.36,7.9661,6.6023,287.85,48.868,53,4,4
50.063,53.577,64.364,3.8426,14.384,394.79,348.02,239,4,5
112.8,120.44,136.07,6.2262,17.651,255.54,321.99,85,41,5
60.686,62.416,76.321,22.67,16.488,287.93,221.61,137,1,5
94.719,101.03,113.72,10.431,45.811,348.97,464.66,32,68,5
57.44,59.76,70.32,20.446,8.3826,389.04,464.24,25,11,5
51.585,51.893,55.981,11.186,15.234,393.3,499.4,159,21,5
48.6,50.086,56.714,13.178,11.692,420.27,469.58,105,8,5
52.2,53.343,56.486,11.565,36.515,434.59,352.3,70,49,6
120.29,116.49,120.6,-2.5246,12.944,434.04,26.561,289,11,7
29.81,27.286,31.238,17.959,7.0193,421.71,771.43,21,5,7
80.943,105.1,83.67,-7.2088,56.917,88.909,309.58,88,67,2
66.196,90.609,78.043,-9.9394,64.436,282.61,341.2,46,98,2
76.646,107.47,91.747,-2.0426,42.113,419.27,359.25,99,61,2
68.673,88.673,78.385,12.264,24.703,568.35,203.58,52,26,2
37.056,52.972,52.075,-15.184,33.137,69.692,41.822,107,77,2
49.365,65.676,58.041,-3.758,44.093,266.12,44.743,74,68,2
82.86,106.61,86.538,-1.586,57.141,86.839,705.3,93,113,2
93.521,121.15,88.542,-8.6208,42.779,261.15,744.75,48,50,2
112.07,89.821,70.964,-19.923,40.055,451.89,783.29,28,40,2
48.553,68.974,61.355,-3.4746,25.712,24.421,781.68,76,13,2
82.167,103.19,80.792,25.333,44.459,508.79,166.92,48,42,2
154.43,143.79,148.9,0.63634,6.4533,434.19,165.21,144,2,3
98.094,81.034,74.06,-0.97499,5.6371,217.04,177.15,149,4,3
165.3,156.79,159.83,-6.0899,10.052,92.232,197.92,228,9,3
253.21,253.21,253.45,25.224,3.0975,38.738,498.4,84,5,3
206.74,200.74,207.97,-4.0513,9.4207,9.6172,595.91,499,11,3
197.52,196.04,213.02,1.8762,8.2965,144.56,591.09,198,16,3
171.09,149.92,143.18,-3.3146,10.192,132.22,488.89,333,21,3
116.11,93.197,82.885,-6.9179,6.9988,250.06,528.3,381,3,3
207.35,205.31,226.95,15.808,4.3306,362.46,590.97,95,6,3
213.38,214.41,242.32,4.4501,4.7153,404.8,534.32,69,2,3
169.68,157.99,161.58,-0.70638,4.6573,429.56,676.65,102,8,3
97.114,72.67,63.262,10.909,10.573,212.82,611.93,324,5,3
198.44,203.43,234.08,14.616,15.804,309.51,122.2,95,9,5
72.739,73.39,84.287,8.2569,8.2368,348.7,136.63,533,10,5
29.672,33.607,43.344,11.192,10.422,396.1,117.56,61,7,5
80.252,82.552,82.264,3.151,25.856,329.54,479.3,163,18,5
254.93,255,254.87,78.152,0.14134,217.51,75.142,395,0,1
255,255,255,86.99,0,31.039,36.76,4814,0,1
254.99,255,255,87.905,0.0069049,30.091,180.36,2642,0,1
139.9,154.12,107.63,-3.9267,15.344,294.98,44.431,51,13,2
95.585,101.66,33.39,3.908,10.346,59.195,786.68,82,11,2
75.071,91.143,24.071,2.8447,18.564,161.5,753.93,14,35,2
141.87,143.61,142.48,12.139,9.2246,254.91,195.13,23,9,3
144.77,146.77,145.6,13.187,10.073,210.22,325.32,141,3,3
212.47,216.47,216.97,16.017,2.4285,242.04,678.9,73,3,3
74.026,60.026,51.026,3.4527,9.5399,312.62,741.62,39,10,3
120.16,96.947,88.316,5.2943,31.08,432.34,655.32,38,26,3
116.97,100.32,97.871,7.8176,15.609,372.23,608.94,31,22,3
180.21,179.91,172.45,-2.6607,17.395,385.51,543.58,53,37,3
125.76,105.59,99.103,-7.8903,19.636,370.93,446.41,29,26,3
100.75,80.611,74.611,-8.343,27.463,447.97,331.03,36,51,3
99.905,84.905,81.714,7.908,17.621,382.19,228.86,21,29,3
163.71,141.41,131.29,-9.6837,4.8779,360.82,155.24,17,8,3
143.13,121.11,116.52,0.81309,11.482,392.67,117.58,126,14,3
120.86,103.38,101.67,-4.3476,10.199,391.1,13.707,58,24,3
185.47,175.36,184.5,-0.65623,15.527,238.48,34.865,171,5,3
136.68,138.78,139.62,23.733,4.4046,165.14,317.25,213,10,3
166.97,169.03,168.41,1.5458,8.1004,146.39,476.57,585,10,3
51.203,59.429,61.451,10.538,10.921,333.57,251.5,266,6,5
55.335,69.834,70.69,22.262,2.3025,305,372.28,361,2,5
55.202,68.466,70.207,32.813,1.5804,305.97,461.86,208,1,5
69.257,83.642,92.532,11.072,3.7851,307.6,563.29,109,5,5
64.137,78.863,85.843,6.7154,3.5298,308.41,618.45,51,2,5
129.86,148.31,169.57,1.3049,27.79,112.2,648.48,192,4,5
133.98,149.65,172.65,14.428,20.482,90.75,498.71,136,2,5
95.91,127.35,148.82,21.067,7.069,83.154,377.03,78,5,5
62.465,75.233,94.744,55.804,12.292,149.07,210.07,43,29,5
68.7,84.414,104.27,0.098738,11.622,391.86,153.53,70,27,5
223.96,239.85,253.92,8.3228,2.5061,340.46,159.73,26,6,5
154.32,163.03,191.84,2.6891,23.506,268.5,101.5,38,3,5
97.144,102.87,107.89,17.581,25.692,388.26,75.661,174,18,5
241.97,249.97,251.9,76,1.4363,80.76,86.93,4598,0,1
252.67,253.41,253.29,85.563,1.4505,88.691,403.77,1889,0,1
249.79,254.68,254.72,81.966,0.1329,51.738,629.4,10421,0,1
107.13,142.53,65.267,4.8722,20.081,522.07,400.67,15,32,2
90.1,94.54,41.2,0.99889,18.818,556.26,702.38,50,19,2
57.038,63.385,34.25,-5.3606,22.175,418.08,436.23,52,30,2
119.3,103.3,32.241,-10.365,20.708,250.43,5.7593,54,27,2
103.03,127.2,55.469,0.10663,14.046,558.94,159.36,64,30,2
147.79,135.97,118.18,5.3032,5.7024,283.54,225.1,160,15,3
191.62,187.87,175.82,5.7534,8.7706,258.3,549.79,137,9,3
175.86,171.68,160.68,0.81124,8.7668,264.24,650.04,112,5,3
141.28,132.97,114.72,1.8621,8.2943,305.54,716.4,134,5,3
75.154,68.854,53.008,0.77905,4.9746,235.98,734.16,130,6,3
90.971,85.552,73.572,13.354,7.5984,243.46,432.41,1301,9,3
149.9,136.9,119.9,8.0551,6.5003,277.5,307.6,40,17,3
119.33,91.333,79.333,-10.199,14.063,356.5,215.33,18,23,3
120.58,98.323,84.323,14.073,20.299,376.13,364.42,31,41,3
132.64,90.627,68.672,8.9701,40.629,353.15,554.66,67,59,3
85.047,67.884,55.558,1.0288,28.553,430.7,761.23,43,47,3
116.17,96.833,83,29.354,11.98,355.5,496.5,12,28,3
177.32,180.25,187.88,10.149,10.209,376.81,94.169,178,26,3
114.35,99.115,102.9,5.0047,10.952,154.73,507.63,52,24,4
111.12,96.115,101.5,1.5481,13.867,135.08,718.73,26,17,4
62.827,65.577,61.735,23.402,3.5498,240.46,349.48,336,5,5
83.866,89.32,91.01,36.008,22.891,347.09,457.58,97,16,5
74.339,74.989,66.433,6.3534,5.9246,335.93,258.69,180,16,5
58.197,58.922,57.518,0.7406,26.746,371.5,62.835,218,25,5
34.134,34.791,33.851,19.762,6.6863,240.15,140.34,67,10,5
116.68,123.84,130.14,11.317,37.413,182.29,167.14,79,18,5
105.1,120.4,131.17,10.252,18.242,181.04,423.77,178,8,5
42.438,46.844,37.156,-1.0093,16.403,241.41,782,32,12,5
86.413,102.88,113.41,9.1233,25.567,166.89,726.31,242,10,5
254.84,254.84,254.59,74.429,0.26469,29.531,396.32,493,0,1
39.638,78.063,14.088,3.0293,7.0718,42.788,635.01,80,25,2
30.378,62.104,17.763,-2.9602,15.262,119.93,729.8,135,15,2
37.008,63.159,24.303,15.203,11.082,193.64,618.33,132,6,2
72.5,61.5,57.167,-23.075,12.006,61.083,38.083,12,21,3
102.03,95,93.937,-6.1884,35.988,79.474,189.83,95,31,3
101.97,85.289,82.789,3.2549,22.765,386.5,140.89,38,6,3
97.133,83.227,76.653,11.241,18.363,568.96,182.05,75,16,3
201.37,187.66,190.17,-5.2141,29.772,120.49,308.91,35,27,3
193.65,173.03,175.25,-8.1082,42.041,290.45,341.93,40,53,3
138.52,126.16,124.95,-3.4014,25.08,416,402.73,63,38,3
133.53,128.19,135.16,17.835,19.726,512.09,486.86,43,29,3
80.757,79.679,80.893,9.8435,15.466,435.18,474.89,346,23,3
144.42,133.38,136.27,11.837,41.394,513.42,544.42,45,45,3
129.45,114.09,109.69,0.82681,21.954,448.69,622,67,38,3
168.02,150.13,149.89,8.546,38.833,440.04,729.07,46,70,3
203.24,212.56,214.4,11.827,4.3457,226.03,465.84,134,9,3
153.6,143.82,147.63,17.186,23.623,511.05,327.82,40,39,3
210.27,191.57,190.37,-13.248,33.552,158.73,340.1,30,48,3
86.172,94.138,104.33,20.755,12.26,141.88,447.72,58,11,5
77.291,75.329,75.564,10.802,13.38,418.4,473.43,477,5,5
42.431,43.831,39.267,-9.5617,6.7377,344.68,526.64,367,4,5
32.644,32.775,33.043,14.02,5.922,346.08,605.01,253,12,5
44.582,48.838,45.668,4.0747,9.7738,345.09,672.27,383,8,5
42.432,58.325,57.085,3.9928,10.91,340.45,765.69,271,60,5
45.435,49.386,61.462,41.592,1.8922,472.61,277.41,184,3,6
242.28,242.63,245.8,59.795,11.58,12.664,317.43,116,0,1
82.905,114.39,65.338,-0.3727,43.147,91.288,230.8,222,50,2
21.386,42.929,22.743,3.4179,13.903,101.97,42.714,70,23,2
73.71,86.71,29.699,2.0618,17.74,58.29,578.33,93,13,2
57.494,88.685,45.916,3.1653,19.938,35.15,513.23,346,4,2
95.905,84.667,85.143,23.092,16.651,486.38,44,21,13,3
123.77,112.78,118.43,-8.4036,34.154,481.68,181.62,60,61,3
101.13,87.885,84.846,-0.72235,23.025,313.09,74.833,78,16,3
112.39,109.52,109.8,-2.0309,35.567,275.58,161.77,64,23,3
148.34,134.57,139.64,9.4368,50.126,278.27,263.68,44,88,3
186.56,174.48,180.19,19.12,40.172,164.22,365.44,27,12,3
186.33,168.25,174,-0.45827,42.307,238.41,405.12,97,76,3
194.36,179.6,182.15,0.52251,34.378,271.21,523.49,134,53,3
199.87,185.65,193.22,0.97731,33.422,97.391,436.96,23,41,3
201.63,186,191.44,-7.7623,33.222,191,503.26,27,33,3
197.69,178,182.24,-6.6838,42.295,222.02,579.33,51,81,3
64.107,48.964,41.25,2.4606,8.2083,367.93,472.79,28,8,3
131.17,117.17,114.69,6.7282,16.417,489.4,466.97,35,26,3
147.21,136.14,143.24,5.0683,17.501,510.45,654.21,29,21,3
136.14,130.03,137.26,6.0353,32.979,441.33,751.67,69,80,3
94.241,92.241,97.241,-7.1547,16.629,407.21,694.97,29,28,3
104.48,100.7,110.74,-23.949,28.015,542.61,753.43,23,17,3
192.8,205.09,212.67,25.333,6.6803,237.17,710.97,86,9,3
198.99,214.65,225.1,21.471,4.1428,177.43,771.8,365,6,3
214.59,228.5,239.64,13.647,8.5104,248.26,773.24,66,8,3
206.7,192.26,201.19,-14.208,31.799,81.842,338.47,57,81,3
98.944,115.54,122.17,0.95649,14.677,163.56,279.92,90,20,5
40.23,39.155,45.18,26.13,8.6414,388.59,381.27,283,1,5
12.366,13.366,15.366,3.6093,2.683,394.73,268.78,82,5,5
27.43,31.152,43.031,8.7523,3.8106,516.52,287.23,381,9,6
48.184,58.799,74.853,5.9837,8.324,517.86,366.23,407,17,6
61.119,74.841,100.79,19.754,4.8209,495.1,543.74,126,9,6
255,254.99,254.98,83.068,0.022741,9.4405,582.84,370,0,1
69.833,72.667,38.917,3.25,42.994,27.417,38.375,48,15,2
99.128,108.32,108.38,0.43487,41.166,196.87,34.632,125,24,2
72.226,86.774,47.516,5.2041,16.926,342.89,15.548,62,22,2
15.85,21.557,13.359,10.058,12.722,584.28,41.551,167,24,2
85.103,77.603,71.466,7.6985,36.608,164.91,771.24,58,47,2
170.78,169.97,174.65,43.317,0.73516,475.97,240.3,299,0,3
200.21,200.88,206.95,21.529,8.8588,302.78,245.02,91,0,3
168.09,165.88,165.17,22.138,17.092,212.67,383.59,201,2,3
157.76,155.19,153.81,2.6567,24.981,193,224.22,282,3,3
201.1,200.1,205.72,19.207,13.345,167.56,130.26,156,44,3
209.65,211.42,215.48,48.061,2.9258,46.769,133.32,156,2,3
168.3,167.16,167.71,30.8,19.849,89.468,322.31,265,0,3
182.73,181.28,188.28,19.285,40.721,94.099,445.39,71,1,3
152.59,151.35,154.47,7.9552,23.912,26.171,471.78,374,1,3
153.73,152.95,155.31,13.242,18.444,46.977,567.31,214,0,3
210.97,213.53,223.7,40.604,1.5391,18.489,648.5,268,3,3
207.29,209.79,218.95,3.3701,3.2615,13.619,745.56,84,6,3
145.09,144.02,149.87,-10.97,5.0978,465.3,719.42,53,5,3
151.29,150.24,152.2,24.122,3.5324,464.84,575.03,341,3,3
118.94,118.88,118.91,14.425,3.5316,566.37,608.37,161,7,3
151.22,149.22,150.22,14.093,3.2246,480.33,483.98,51,6,3
68.6,60.045,55.929,7.5151,9.681,508.06,381.99,422,8,3
118.57,111.81,103.93,13.827,9.3765,355.93,378.42,509,8,3
96.314,87.553,76.755,-4.67,8.7881,239.19,370.99,188,11,3
99.534,93.978,83.616,-9.2023,9.7615,211.74,129.99,549,8,3
158.71,148.71,146.71,15.495,4.2669,408.64,107.08,99,5,3
85.119,76.507,70.622,11.968,8.7374,507.32,96.361,746,5,3
182.34,180.93,190.1,13.115,5.3773,135.41,582.31,29,10,3
175.61,174.61,179.61,60.979,1.7651,228.18,581.85,82,1,3
61.977,57.221,49.275,-7.6878,7.7056,264.02,574.25,262,8,3
127.47,126.08,123.55,-2.6413,18.754,334.88,596.4,172,1,3
183.34,182.86,185.4,39.275,1.7259,338.64,504.32,100,1,3
182.46,180.54,180.8,41.472,18.142,210.56,486.88,278,2,3
192.66,191.17,193.92,59.084,9.0418,327.15,387.47,131,0,3
129.11,95.747,53.872,4.7708,2.5337,540.84,173.42,392,3,5
114.29,80.986,37.021,17.109,4.5103,519.11,289.99,855,3,5
91.014,78.799,57.634,5.0778,4.8515,525.96,466.37,571,11,5
44.73,35.126,31.131,18.305,5.9161,382.35,442.62,222,13,5
45.344,45.844,44.519,1.2768,6.7821,377.73,527.76,262,11,5
47.366,48.871,42.839,2.8657,18.073,405.13,289.56,93,9,5
142.09,155.66,174.66,36.613,2.1233,397.39,226.06,354,2,5
49.005,53.374,44.126,11.963,9.0897,404.65,140.79,182,5,5
97.23,100,105.88,-1.9353,10.601,235.26,188.87,534,6,5
92.302,90.88,91.08,0.91586,8.2127,235.67,256.42,1297,22,5
156.21,171.19,193.15,64.159,2.8151,258.4,317.11,47,2,5
201.34,210.42,227.39,21.077,4.9413,286.1,353.68,77,13,5
82.382,83.618,89.191,8.852,20.07,273.29,428.87,68,2,5
97.757,106.36,108.42,-34.423,28.681,281.39,479.89,103,32,5
45.877,39.811,25.508,2.2848,4.3231,271.29,523.22,122,2,5
100.27,115.67,120.04,-12.646,10.501,194.33,612.44,252,11,5
119.39,128.44,130.59,-0.93988,8.6726,171.24,510.44,294,14,5
111.88,94.746,73.254,35.675,2.3375,167.32,486.01,130,2,5
150.26,139.53,131.53,-3.4506,31.256,163.82,422.85,34,3,5
121.79,118.09,114.94,7.0922,29.308,142.89,318.12,188,10,5
111.45,118.1,121.17,2.4345,17.766,121.72,266.09,1032,38,5
138.34,150.4,156.03,3.794,11.171,123.72,233.26,216,7,5
95.001,98.845,99.469,8.4204,13.106,103.97,186.72,1001,8,5
254.37,254.47,254.52,86.452,0.35096,54.102,483.64,3427,0,1
255,255,255,89.603,0.010655,119.16,558.52,4670,0,1
251.17,251.34,251.72,84.591,1.5977,14.494,641.13,2899,0,1
43.729,38.938,40.278,3.0231,16.498,297.11,548.16,144,21,2
26.905,28.897,25.802,-4.1722,18.644,400.6,522.63,126,29,2
20.768,22.75,20.464,5.2757,19.392,441.39,608.86,56,25,2
109.06,110.42,109.74,-3.0613,5.356,452.71,125.91,210,6,3
101.7,101.7,99.703,-0.62371,7.6503,342.28,28.92,138,5,3
159.57,162.75,167.38,-15.605,5.3291,92.738,173.91,65,7,3
110.16,112.16,111.16,12.427,4.6235,80.196,43.928,153,13,3
114.6,115.44,114.58,19.782,9.6871,38.698,272.48,1855,10,3
123.17,122.6,119.45,8.384,3.4619,200.69,286.26,143,5,3
96.683,96.515,94.515,8.0418,5.647,502.51,299.02,268,9,3
165.64,170.28,172.81,38.218,5.0732,428.98,341.36,580,2,3
195.25,199.21,200.6,63.68,0.94978,314.77,405.98,167,0,3
91.966,92.525,92.945,0.43091,24.747,224.25,444.83,564,0,3
117.53,120.82,125.05,-12.679,23.563,101.06,400.16,330,6,3
170.58,173.91,175.16,37.159,10.014,265.76,346.08,479,0,3
161.24,169.25,174.01,37.343,14.479,452.83,424.67,353,0,3
116.68,118.45,108.14,18.59,9.5899,561.77,646.91,22,15,3
62.224,49.569,41.431,4.9805,35.941,388.5,715.53,58,21,3
107.81,116.47,119.08,49.188,1.8002,399.5,747.99,217,4,3
65.133,48.133,41.289,12.997,24.848,157.96,780.69,45,42,3
59.82,44.398,41.289,12.459,24.077,374.84,791.23,128,27,3
135.6,136.31,142.93,47.909,16.232,70.618,726.78,152,2,3
141.6,148.51,157.47,42.753,3.3364,241.01,686.12,81,3,3
55.911,43.114,35.367,22.789,20.692,492.28,713.19,79,31,3
125.08,124.89,122.48,36.152,3.005,349.17,261.78,320,2,3
30.472,37.094,30.245,7.4454,9.9113,358.68,353.83,53,9,5
35.073,39.161,37.952,-7.4236,13.931,379.13,397.06,124,48,5
43.94,37.881,36.821,5.2957,13.548,410.79,425.21,84,7,5
38.661,42.723,41.554,41.489,3.8803,236.03,372.15,112,11,5
50.203,53.529,52.088,-2.9832,6.3285,191.36,355.2,821,18,5
35.425,32.958,33.568,5.7602,10.355,286.85,426.09,590,3,5
36.964,35.964,34.249,5.9865,6.5627,263.65,417.21,414,4,5
29.69,32.241,33.029,8.0933,25.16,503.96,383.52,174,6,5
253.73,253.72,253.98,83.022,0.57811,35.44,48.593,1740,0,1
69.849,74.301,38.989,13.848,12.079,569.55,89.624,93,20,2
70.235,77.926,42.824,8.7904,15.123,573.87,180.31,68,9,2
75.533,97.4,60.367,5.2791,12.568,584.83,429.8,30,25,2
203.53,202.12,207.44,67.904,0.70274,413.76,135.94,275,1,3
92.603,99.817,94.099,26.909,7.4949,449.5,358.31,3482,0,3
199.56,198.67,203.7,70.639,1.5994,378.54,682.25,529,1,3
202.7,200.52,205.7,74.915,0.77617,150.24,711.49,327,1,3
216.42,214.38,218.67,68.983,2.1663,217.06,370.47,202,2,3
216.06,213.75,218.25,54.656,2.0045,263.57,171.17,306,2,3
209.41,209.03,219.04,40.637,3.927,283.97,34.229,105,6,3
213.33,212.4,219.67,36.845,2.2061,173.17,42.767,30,2,3
176.56,172.27,172.13,37.007,16.348,141.84,167.21,220,1,3
220.68,218.13,224.65,29.722,3.2877,70.736,366.18,72,2,3
78.097,74.05,59.387,18.334,5.0838,98.948,404.61,362,6,3
156.53,154.93,152.06,29.101,22.079,20.238,198.39,172,0,3
226.43,226.88,235.04,39.179,14.971,61.901,62.745,141,2,3
54.567,48.379,37.438,23.778,11.874,312.95,94.879,390,11,3
79.937,70.155,49.566,2.2893,7.3477,279.82,283.51,477,6,3
48.499,49.652,43.35,24.363,10.938,457.11,295.43,1936,8,3
80.034,70.018,45.023,6.0892,3.5574,446.59,552.19,557,6,3
91.3,82.845,63.768,8.12,4.7697,246.45,545.84,496,10,3
213.2,208.59,214.74,53.317,2.6681,191.72,549.45,239,1,3
99.557,91.092,73.647,10.321,8.3867,68.669,540.4,519,9,3
214.79,212.99,218.05,30.516,14.454,9.8962,517.76,183,4,3
83.188,105.35,95.416,11.988,5.3581,490.54,729.96,580,5,5
