@RELATION train_nogradient

@attribute R REAL
@attribute G REAL
@attribute B REAL
@attribute x_region REAL
@attribute y_region REAL
@attribute num_pixels_regions REAL
@attribute text REAL
@attribute type {1,2,3,4,5,6,7}

@DATA
194.43,210.02,217.68,422.57,369.94,120,33,6
56.518,52.465,56.482,456.27,373.12,301,3,6
50.848,46.732,49.845,481.38,359.45,343,2,6
72.981,74.437,76.699,418.44,410.82,103,4,6
42.854,40.35,44.416,456.08,432.55,137,0,6
49.12,47.043,47.172,498.21,415.07,326,1,6
237.35,238.25,240.45,54.131,662.22,175,0,1
254.57,254.59,254.11,28.974,454.27,189,0,1
90.761,101.96,26.313,216.45,177.25,67,77,2
100.93,112.87,37.017,244.21,141.92,116,25,2
59.143,80,11.987,223.04,55.403,77,11,2
57.35,82.136,13.699,154.27,94.039,103,14,2
107.1,127,78.095,58.571,27.333,21,86,2
59.867,88.022,15.411,48.222,98.2,90,34,2
91.024,111.21,52.943,11.894,174.59,123,16,2
51.431,84.373,78.431,24.686,123.53,51,8,2
88.029,116.41,49.324,68.824,302.85,34,106,2
88.404,114.67,52.603,38.786,313.65,411,85,2
78.86,123.35,12.457,14.287,334.43,164,3,2
82.171,115.32,18.683,13,699.85,41,37,2
62.982,92.403,72.972,15.322,761.33,397,12,2
63.31,84.411,24.465,13.512,781.94,129,98,2
79.498,100.69,21.028,161.2,794.49,213,116,2
56.075,77.447,16.83,125.13,747.52,159,7,2
131.58,167.67,10,114,701.06,72,12,2
98.204,130.72,20.442,71.885,725.5,113,40,2
55.136,71.076,15.409,97.076,766.67,66,36,2
93.424,117.99,37.522,211.98,441.73,184,17,2
84.815,121.86,72.085,133.11,472,211,8,2
62.483,93.276,88.276,73.103,554.62,29,17,2
60.929,79.25,19.433,148.35,231.57,224,7,2
103.12,67.152,43.476,492.42,143.86,105,19,3
110.84,72.659,47.864,499.73,189.68,44,18,3
105.26,69.232,44.888,573.53,191.5,125,7,3
87.83,56.868,37.245,588.49,137.09,53,9,3
93.811,67.34,45.038,579.43,353.94,53,16,3
96.539,65.83,45.511,510.14,362.67,141,15,3
99.229,64.486,44.229,481.4,502.29,35,28,3
106.31,71.314,45.057,427.14,766.2,35,19,3
117.95,76.719,51.158,349.95,761.07,57,9,3
123,84.042,53.271,244.67,736.02,48,33,3
138.99,100.85,74.671,238.91,763.03,79,12,3
127.99,84.913,65.058,319.52,782.68,69,12,3
124.57,85.286,60.429,373.71,791.43,7,9,3
136.9,102.81,84.208,264.75,19.083,48,20,3
117.14,86.863,71.294,344.25,18.157,51,11,3
114.62,80.754,64.046,389.22,78.308,65,7,3
206.84,204.91,209.72,87.563,246.16,32,11,4
202.28,199.72,205.51,113.16,255.26,43,39,4
204.88,202.54,209.15,109.58,354.52,80,44,4
202.31,200.57,207.07,84.556,372.13,54,32,4
203.06,200.68,208.22,106.16,392.4,68,42,4
186.86,191.87,204.73,101.27,616.22,77,23,4
184.65,187.96,200.85,86.194,623.18,72,47,4
196.67,195.52,207.73,57.97,630.06,33,9,4
200.8,198.98,209.09,48.761,612.39,92,4,4
43.882,45.647,25.294,195.5,248.44,34,17,5
113.65,121.74,134.97,186.37,419.94,289,2,5
83.888,71.188,35.375,179.69,601.92,80,16,5
120.95,67.308,40.615,355,619.35,65,15,5
110.27,119.26,110.41,356.86,458.39,281,13,5
102.68,111.92,100.64,354.3,414.21,265,29,5
116.58,109.94,94.894,375.91,235.45,66,29,5
17.278,19.074,83.889,374.8,147.78,54,6,5
76.558,76.616,60.877,560.84,62.019,471,3,5
85.865,87.716,83.486,86.878,580.14,148,142,5
46.138,35.793,22.741,554.79,300.93,58,5,6
47.915,36.821,26.283,593.83,307.42,106,4,6
87.899,74.548,34.973,536.74,416.68,376,4,6
25.837,20.143,11.031,595.12,432.7,98,9,6
254.98,254.98,254.98,10.48,191.98,673,0,1
254.28,254.82,254.7,34.199,197.8,493,1,1
254.94,254.92,254.92,22.553,238.43,1366,0,1
254.95,254.95,254.8,33.144,272.28,298,1,1
236.61,237.24,238.46,26.906,307.31,576,0,1
253.99,254.48,254.25,15.46,389.69,454,0,1
253.83,254.91,254.68,13.592,448.54,282,1,1
253.65,254.18,254.07,10.77,517.19,768,0,1
252.8,253.84,254.85,14.725,658.56,462,0,1
250.94,252.3,252.92,11.565,581.59,756,0,1
40.263,63.974,19.211,16.526,21.289,38,28,2
36.719,62.266,10.18,52.727,54.805,128,29,2
93.659,124.67,45.735,58.591,147.8,132,8,2
42.342,62.632,17.581,125.72,167.07,117,55,2
30.652,46.609,78.587,131.88,66.565,92,12,2
29.532,47.275,11.505,72.009,19.266,109,18,2
30.415,55.292,92.462,139.32,106.88,65,23,2
35.043,44.261,19.478,180.26,33.087,23,24,2
38.222,46.926,14.444,209.15,163.67,27,23,2
19.952,23.27,71.587,225.6,136.6,63,6,2
16.603,16.809,80.735,286.29,81.941,68,7,2
116.67,123.05,51.343,33.253,733.23,166,62,2
80.516,89.492,27.859,81.008,725.84,128,73,2
81.643,90.857,20.857,119.43,743.21,14,37,2
84.643,97.048,32.905,206.24,716.02,42,25,2
55.481,66.227,12.156,190.49,777.53,154,35,2
68.8,78.357,27.886,250.56,747,70,24,2
51.495,63.956,11.066,239.33,775.21,91,32,2
41.507,56.042,36.803,475.2,588,71,26,2
31.365,44.712,29.221,440.2,647.79,104,17,2
39.321,55.631,31.345,471.08,675.81,84,27,2
30.238,40.905,20.5,536.79,724.33,42,14,2
38.704,52.778,35.593,497.07,630.41,27,15,2
49.078,62.098,36.765,561.63,385.45,51,13,2
36.418,51.304,24.797,578.47,358.47,79,15,2
87.397,89.556,17.333,59.825,774.79,63,16,2
172.64,139.09,112.23,154.64,315.68,22,45,3
177.82,148.84,126.67,196.04,310.51,49,19,3
169.66,140.19,116.16,242.92,309.89,64,40,3
133.4,104.89,87.222,161.35,690.75,63,30,3
158.98,120.49,91.6,157.29,720.73,45,38,3
158.14,116.68,93.7,311.18,311.5,50,35,3
132.65,93.667,71.294,379.69,309.92,51,13,3
82.386,56.818,43.727,458.07,360.95,44,19,3
86.325,61.818,48.403,467.97,396.78,77,9,3
102.16,74.238,55.825,498.33,357.94,63,15,3
100.24,73.693,57.886,511.19,380.99,140,35,3
100.44,81.442,65.365,538.87,500.94,52,15,3
98.055,72.068,55.288,528.29,524.75,73,20,3
108.96,78.167,59.917,513.67,317.21,24,15,3
97,69.741,55.431,478.64,313.59,58,15,3
96.37,72.58,57.741,532.9,270.68,81,38,3
99.786,73.071,58.371,512.5,243.91,70,32,3
90.147,69.735,49.706,537.5,198.24,68,11,3
97.931,72.414,53.862,497.93,202.59,29,42,3
122.94,87.941,68.333,423.43,210.29,51,22,3
131.71,94.714,73,364.36,219.71,14,26,3
124.32,92.737,72.013,388.96,254.51,76,41,3
140.88,101.53,80.672,336.64,250.67,64,29,3
146.38,118.36,99.138,279.93,264.25,80,21,3
174.83,141.77,118.21,190.11,267.74,47,39,3
76.256,57.474,45.718,468.21,290.68,78,38,3
169.51,134.31,117.26,212.09,237.34,35,38,3
103.34,74.982,56.018,413.41,108.25,56,34,3
113.8,81.914,60.571,369.57,103.14,35,24,3
86.984,69.016,56.823,364.58,24.242,62,50,3
101.65,77.412,62.112,359.52,80.85,80,29,3
88.232,62.875,49.25,422.66,69.536,56,25,3
97.581,71.581,55.935,398.45,77.968,62,51,3
86.643,61.886,47.457,461.94,66.529,70,26,3
80.547,57.781,45.094,511.38,63.578,64,25,3
76.244,55.756,43.5,516.22,18.667,78,27,3
80.443,60.016,45.574,516.87,95.738,61,32,3
193.32,187.91,183.94,50.196,340.16,97,36,4
158.09,151.81,152.17,89,327.33,64,11,4
169.73,162.47,161.04,63.771,368.12,118,11,4
145.65,140.45,142.15,97.05,371.75,20,22,4
154.44,146.88,145.38,94,429.5,16,25,4
169.31,164.95,164.26,65.923,478.74,39,25,4
183.38,179.81,175.28,43.25,417.78,32,31,4
183.91,181.68,177.28,41.383,532.19,47,29,4
183.97,178.97,176.44,51.756,600.91,78,16,4
143.22,138.69,136.85,98,518.98,65,12,4
147.39,139.18,138.3,84.848,616,33,27,4
175.77,172.07,168.38,45.926,665.12,81,22,4
157.47,151.38,152.78,96.467,277.62,45,32,4
174.42,166.08,154,102.36,244.36,36,28,4
165.02,161.41,164,66.667,296.39,66,16,4
181.27,179.36,175.18,59.818,249.73,11,28,4
137.59,135.28,138.5,122.94,277.91,32,19,4
211.01,214.59,216.22,77.109,239.54,193,2,5
192.16,196.03,198.04,59.757,429.41,74,3,5
169.88,177.64,179.31,60.045,534.38,176,59,5
76.654,90.14,99.84,149.75,597.17,344,14,5
95.712,110.2,120.45,155.51,563.9,618,8,5
101.94,108.68,113.84,152.81,453.71,31,135,5
71.384,74.315,76.849,156.25,414.58,73,75,5
33.406,36.375,29.5,265.84,410.28,32,2,5
51.947,53.477,55.583,275.32,453.99,151,4,5
20.958,21.277,15.403,309.76,453.07,119,3,5
18.74,20.56,13.32,306.98,420.14,50,4,5
57.424,65.527,69.607,265.38,566.95,349,22,5
44.082,52.523,56.313,265.13,604.98,304,22,5
63.649,75.244,85.434,301.31,599.25,205,11,5
66.294,78.65,90.579,302.39,562.24,463,8,5
36.589,36.515,36.02,293.6,217.63,299,3,5
28,29.976,25.776,253.71,220.39,85,5,5
32.846,31.399,30.664,259.16,193.42,286,3,5
38.271,37.18,32.632,457.35,32.842,133,12,5
68.871,71.518,66.584,446.55,251.15,394,19,5
104.29,120.77,153.34,466.57,441.74,35,96,6
121.08,134.76,150.46,497.32,443.08,37,27,6
31.12,22,22.12,542.56,448.92,25,33,6
71.611,62.259,30.352,433.35,161.3,54,35,6
106.25,101.56,52.393,458.59,157.95,61,64,6
65.017,56.864,55.525,505.44,150.03,59,97,6
254.92,254.98,254.89,18.148,777.2,708,0,1
254.99,254.99,254.99,34.957,693.45,2703,0,1
253.81,254.13,254.37,97.574,642.07,474,0,1
254.99,254.99,254.99,34.957,693.45,2703,0,1
254.99,255,255,22.966,611.84,2626,0,1
255,254.98,254.99,14.886,547.62,2010,0,1
252.87,253.27,253.25,41.945,479.09,1119,0,1
254.99,254.99,254.99,21.765,429.14,1465,0,1
248.58,249.98,251.46,81.178,397.57,146,0,1
254.86,254.9,254.84,14.517,316.63,501,0,1
254.99,255,255,79.031,237.83,9415,0,1
255,255,255,58.199,74.426,17765,0,1
255,255,255,58.199,74.426,17765,0,1
255,255,255,58.199,74.426,17765,0,1
255,255,255,58.199,74.426,17765,0,1
254.99,255,255,79.031,237.83,9415,0,1
254.99,255,255,79.031,237.83,9415,0,1
255,255,255,58.199,74.426,17765,0,1
255,255,255,163.25,40.003,7410,0,1
254.81,254.83,254.72,162.66,208.2,4147,0,1
254.99,255,255,79.031,237.83,9415,0,1
254.99,255,254.98,146.55,218.09,3481,0,1
250.24,251.37,250.56,219.54,205.23,2284,0,1
254.99,254.99,254.99,216.66,154.65,5840,0,1
254.69,254.69,254.69,241.22,92.191,1029,0,1
255,255,255,184.91,75.487,4046,0,1
255,255,255,163.25,40.003,7410,0,1
254.99,254.99,254.99,216.66,154.65,5840,0,1
254.81,254.83,254.72,162.66,208.2,4147,0,1
199.23,214.71,204.17,270.71,263.94,127,59,2
151.6,176.09,141.33,280.58,286.45,55,26,2
103.89,133.34,105.23,314.38,297.59,56,63,2
83.654,113.97,83.436,339.63,290.77,78,14,2
140.9,165.34,146.98,335.53,257.34,145,43,2
101.89,114.77,75.026,490.77,445.12,115,30,2
110.4,126.21,81.159,466.6,470.46,63,37,2
102.59,121.8,78.936,467.08,522.35,141,31,2
95.897,113.29,72.31,466.16,569.26,126,21,2
82.28,94.46,62.86,492.11,513.02,100,20,2
122.37,131.82,99.8,519.95,312.2,60,75,2
82.92,88.477,75.773,502.38,272.98,88,74,2
91.532,102.68,84.043,497.47,223.62,47,13,2
85.089,91.794,81.894,509.31,174.11,180,20,2
83.07,85.211,72.719,501.21,88.421,57,48,2
115.18,111.72,92.225,482.07,131.07,40,57,2
127.36,128.34,105.94,476.91,176.04,47,97,2
54.541,72.929,61.176,389,220.31,85,17,2
158.73,151.68,134.56,351.27,188.29,41,28,2
142.06,134.9,130.27,355.79,142.38,48,22,2
99.394,132.75,102.14,416.89,74.845,71,37,2
56.525,67.506,65.074,407.59,138.56,162,20,2
82.744,108.58,95.853,385.14,117.76,156,25,2
72.574,101.74,83.069,398.48,187.99,101,10,2
108.47,108.89,95.263,503.37,26,19,46,2
191.36,191.81,191.43,313.26,20.1,70,61,2
220.03,209.76,204.66,326.38,378.51,89,8,3
224,209.06,202.09,300.06,378.54,35,2,3
224.55,214.79,208.21,259.48,390.29,42,13,3
165.83,172.46,187.1,215.54,359.09,195,5,3
210.17,203.87,202.98,180.11,372.5,282,5,3
225.46,215.04,212.71,150.5,382,24,6,3
226.74,217,212.37,197.06,405.49,35,4,3
226.37,215.37,211.37,228.1,392.7,30,6,3
183.09,155.91,143.21,206.06,438.12,34,6,3
187.72,160.39,146.28,218.06,473.89,18,10,3
189.56,166.83,148.33,268.28,493,18,18,3
181.17,154.88,135.25,333.08,490.33,24,21,3
190.49,169.83,152.98,346.41,453.73,41,9,3
188.23,167.47,153,352.51,403.32,47,13,3
191.32,172.34,160.26,378.87,378.66,38,12,3
179.88,166.2,156.19,423.95,371.47,75,8,3
176.45,160.82,147.28,466.06,376.81,163,7,3
179.59,160.65,140.84,381.46,498.59,37,7,3
176.78,158.13,139.93,408.09,508.07,54,7,3
179.14,160,142,399.57,544.29,7,7,3
182.24,163.88,149.41,351.09,526.24,34,10,3
185.76,158.6,141.26,301.03,526.76,70,12,3
134.95,118.49,109.99,206.84,512.33,305,10,3
174.55,150.3,130.49,223.87,582.52,109,22,3
187.41,164.74,146.54,244.31,540.44,39,17,3
188.54,163.67,143.49,274.56,585.23,39,7,3
188.37,167.74,151.26,274.37,549.89,19,7,3
181.82,160.53,143.85,330.25,577.6,40,14,3
182.3,158.75,141.75,369.68,567.99,79,9,3
178.17,152.7,134.1,358.77,636.93,30,8,3
182.98,161.06,142.87,246.53,639.68,53,15,3
168.42,141.13,125.39,252.98,700.13,172,14,3
166.18,140.18,124.58,251.02,745.96,57,13,3
161.07,135.66,118.66,262.55,791.07,29,20,3
166.55,143.5,127.47,286.48,738.4,40,10,3
151.17,128.37,111.86,303.77,780.09,35,9,3
156.22,133.67,117.54,325.8,753.41,85,10,3
139.64,124.61,110.59,342.62,777.93,87,11,3
154.82,136.18,121.28,370.72,736.03,98,18,3
158.8,135.1,121.8,350.07,692.75,122,10,3
153.84,129.74,112.27,384.3,763.92,73,22,3
133.99,119.83,104.44,407.88,784.75,126,5,3
130.1,115.85,100.78,462,782.85,41,6,3
129.34,113.87,94.597,484.66,770.94,62,28,3
191.74,174.53,166.9,166.12,786.93,121,6,3
205.48,186.68,179.98,112.11,777.95,44,13,3
206.2,192.35,186.68,69.785,780.37,65,11,3
196.82,178.93,173.66,107.82,730.2,44,15,3
166.18,148.95,137.39,436.53,262.45,38,30,3
228.42,237.42,244.84,155.42,429.89,19,18,4
238.17,243.17,248.36,164.5,518.42,36,9,4
245.55,248.78,251.5,178.68,638.58,40,13,4
243.04,246.88,250.12,186.08,661.48,25,14,4
145.49,154.24,167.66,197.38,755.94,250,7,4
190.68,197.12,206.82,214.03,722.26,34,12,4
179.68,187.95,197.15,184.07,569.77,110,21,4
177.06,185.9,195.78,169.28,480.72,152,13,4
228.47,237,246.94,158.57,418.36,90,8,4
233.19,242.04,249.08,114.19,433.85,26,11,4
237.42,243.53,250.3,92.703,466.51,74,11,4
237.13,243.9,249.73,110.83,488.77,30,9,4
236.62,241.43,249.1,125.57,526.62,21,14,4
216.9,223.94,234.51,107.22,544.4,355,11,4
239.42,243.33,247.75,128.5,565.5,12,11,4
246,249.7,252.17,114.27,586.03,30,7,4
246.77,248.47,251.07,145,619.73,30,8,4
247.89,249.92,252.17,120.34,634.8,166,8,4
246.36,249.84,252.66,125.57,672.64,44,3,4
171.64,178.83,190.76,163.04,720.39,960,8,4
230.7,235.88,241.88,296.85,227.87,332,7,4
208.31,215.7,228.62,329.97,218.95,105,5,4
205.53,213.71,226.51,306.7,194.3,150,3,4
204.08,220.89,234.21,286.5,446.98,319,1,5
164.06,172.9,182.46,148.53,471.37,70,18,5
197.87,202.09,206.76,162.87,567.04,112,5,5
168.53,170.09,176.01,195.6,707.02,129,6,5
148.57,155.12,163.87,194.58,783.11,285,16,5
47.661,50.508,51.017,308.12,697.58,59,16,5
75.221,79.186,73.786,296.72,639.28,145,8,5
54.444,58.667,64.278,438.89,749.83,18,13,5
204.6,217.81,227.21,424.49,640.74,94,14,6
51.919,46.865,53.007,445.93,637.46,148,2,6
55.613,51.032,56.57,486.98,640.99,93,2,6
194.02,208.99,218.09,426.47,691.04,81,12,6
49.745,46.853,53.245,447.76,691.77,102,2,6
45.109,42.888,49.008,472.5,697.21,358,1,6
81.241,82.655,78,410.24,430.17,29,28,6
255,254.91,255,258.42,32.777,260,0,1
253.65,253.62,253.36,164.95,46.6,915,0,1
255,255,255,38.896,34.032,5558,0,1
254.98,254.99,254.98,33.908,132.95,5996,0,1
254.96,254.96,254.96,91.743,95.893,2071,0,1
254.97,254.98,254.93,173.4,40.004,1421,0,1
254.96,254.96,254.96,76.494,111.31,1084,0,1
255,255,255,27.841,206.59,3895,0,1
253.56,253.51,253.41,54.758,233.5,1729,0,1
253.62,253.58,253.47,42.42,277.57,3532,0,1
253.62,253.58,253.47,42.42,277.57,3532,0,1
255,255,255,19.683,333.65,2369,0,1
249.57,249.09,248.95,68.052,341.71,993,0,1
254.94,254.92,254.95,10.201,391.41,834,1,1
254.86,254.86,254.86,12.77,455.87,814,1,1
249.62,250.08,250.33,20.777,540.99,273,0,1
254.99,254.99,254.99,17.814,638.14,517,0,1
255,255,255,12.598,779.62,1092,0,1
254.96,254.96,254.96,29.599,727.37,2731,0,1
83.848,109.99,49.949,474.28,763.53,79,29,2
65.652,92.109,25.087,479.26,715.15,46,14,2
71.208,97.286,38.039,480.57,630.87,77,38,2
76.405,111.73,44.162,459.92,565.97,37,27,2
61.962,70.385,34.769,524.88,591.77,26,42,2
62.293,61.981,33.025,532.76,706.32,157,19,2
69.783,65.978,32.804,552.7,753.98,46,34,2
57.59,56.346,30.077,568.06,625.53,78,28,2
84.782,102.62,57.821,587.41,454.4,78,13,2
77.667,92.303,51.636,556.55,404.39,33,14,2
85.938,101.48,55.362,560.85,352.13,130,19,2
116.17,119,62.367,592.1,336.73,30,36,2
161.06,175.88,115.21,331.06,11.882,34,18,2
136.43,99.135,74.108,444.08,24.324,37,12,3
146.27,111.63,89,396.2,51.7,30,25,3
149.33,118.14,95.644,361.37,58.356,73,13,3
154.65,120.78,98.885,390.32,80.677,96,6,3
145.28,109.9,89.466,354.69,119.67,103,21,3
158.84,125.22,101.81,388.7,149.84,89,8,3
156.69,123.58,98.385,361.29,188.29,52,13,3
153.22,116.84,90.241,400.74,200.99,87,16,3
160.96,124.72,96.863,369.07,252.58,139,5,3
157.57,120.36,92.58,388.88,281.12,69,12,3
144.37,104.87,81.239,348.2,285.96,46,25,3
150.02,112.53,87.111,360.33,214.4,90,22,3
134.75,97.627,74.118,485.29,139.67,51,18,3
124.32,85.183,63.549,482.34,311.87,71,16,3
109.28,90.83,67.739,573.84,259.67,153,8,3
132.04,104.97,79.802,584.98,203.97,96,4,3
128.94,102.66,78.189,585.45,148.42,132,3,3
112.85,81.872,63.233,509.23,49.774,133,29,3
144.62,109.27,83.308,367.42,394.31,26,25,3
133.48,100.68,73.24,425.76,420.88,25,11,3
146.09,112.09,85.906,336.34,522.46,127,8,3
146.59,110.68,83.206,367.16,543.75,97,13,3
144.24,118.48,99.939,328.58,595.3,33,20,3
145.38,104.83,79.864,371.89,630.81,103,22,3
136.75,101.47,80.922,322.91,709.52,77,5,3
152.58,119.42,92.167,351.5,752.33,12,10,3
131.53,96.065,74.54,325.04,781.28,124,17,3
136.13,101.77,75.953,396.62,675.66,106,16,3
187.61,186.44,185.13,290.81,56.556,54,18,4
185.01,180.97,179.1,274.7,100.51,70,17,4
196.2,192.48,188.52,227,107,75,16,4
189.34,183.92,180.13,234.05,158.94,86,24,4
203.43,199.38,195.04,189.32,127.75,79,18,4
207.39,198.89,196.18,150.18,179.5,28,18,4
215.73,208.53,205.96,131.27,148,75,12,4
204.14,199.7,196.59,100.61,199.09,56,29,4
209.89,204.9,201.03,92.905,226.43,63,11,4
208.54,200.53,199.03,93.034,265.75,59,17,4
201.92,192.47,191.2,110.68,295.04,76,25,4
189.04,179.86,178.45,149.73,259.59,73,56,4
195.8,185.09,184.41,175.73,292.04,56,14,4
181.71,173.59,171.94,225.65,232.94,17,31,4
188.65,178.71,177.13,220.04,192.13,48,41,4
197.28,188.09,186.69,135.88,216.47,32,24,4
176.68,166.68,165.35,136.24,342.53,34,53,4
178.02,165.91,157.22,107.44,375.53,129,30,4
153.07,144.56,142.05,170.28,373,43,16,4
165.57,155.99,153.73,233.45,349.34,77,31,4
164.79,161.52,158.77,271.69,306.25,71,44,4
166.24,161.94,158.94,281.65,207.94,17,13,4
228.22,224.87,221.87,51.647,379.24,68,18,4
208.45,205.64,203.09,40.621,502.8,103,18,4
200.44,195.15,195.56,52.032,543.69,62,16,4
195.08,186.44,187.2,79.182,486.41,66,25,4
203.14,196.74,195.37,78.343,416.77,35,26,4
195.99,190.6,191,108.13,441.87,70,19,4
179.27,174.91,176.25,120.84,590.09,67,45,4
184.77,177.98,180.42,79.053,583.77,57,29,4
189.79,188.95,189.5,78.447,632.26,38,36,4
233.27,232.6,232.73,44.6,638.32,205,30,4
194.17,188.9,189.55,106.48,684.9,42,34,4
185.96,179.56,180.5,81.196,743.04,112,30,4
193.85,185.33,189.05,103.91,770.4,55,18,4
177.37,175.3,176,120.74,730.96,27,26,4
186.57,179.04,183.68,134.79,768.93,28,22,4
168.4,167.52,170.85,162.12,777.48,73,35,4
162.14,158.73,164.68,197.38,770.48,56,10,4
162.24,155.95,158.68,249.46,781.73,37,41,4
153.69,151.31,156.51,212.65,757.67,51,41,4
162.53,152.84,152.34,249.34,752.63,32,10,4
155.83,139.77,141.63,231.82,717.7,104,7,4
148.18,133.59,135.12,241.82,602.04,73,45,4
147.08,134.62,134.97,239.46,503.9,63,12,4
133.23,138.41,143.32,272.82,507.68,22,4,4
156.27,144.06,144.59,259.02,450.06,51,6,4
150.25,148.99,149.2,259.62,408.91,79,13,4
147.42,143.26,142.53,233.83,404.45,53,9,4
157.65,141.4,141.21,232.73,458.56,77,4,4
158.6,148.83,146.65,289.21,360.59,100,31,4
226.45,223.78,221.39,98.175,233.09,251,5,5
227.73,226.78,225.05,100.9,335.55,232,2,5
210.97,213.78,215.66,31.027,596.36,261,90,5
182.51,181.47,179.99,111.67,660.48,334,2,5
150.68,152.7,152.48,109.8,535.23,516,17,5
84.152,98.162,103.29,259.26,655.27,204,5,5
218.25,229.68,236.41,257.58,556.76,92,11,5
227.99,237.88,240.56,280.81,255,258,0,5
196.1,196.22,190.93,274.17,166.79,107,2,5
223.38,224.8,221.64,166.53,196.84,133,0,5
192.21,194.24,194.3,187.05,341.02,266,2,5
67.608,63.791,48.072,326.51,344.17,263,4,5
81.093,88.944,96.519,471.52,344.57,54,6,5
108.49,123.57,132.21,489.34,259.35,86,18,5
124.14,132.41,140.43,482.86,178.65,37,9,5
78.821,76.038,74.793,531.73,161.7,469,23,5
52.798,52.298,45.121,479.7,478.15,124,4,5
75.108,61.552,45.903,459.75,95.396,288,4,6
104.31,81.389,62.093,494.74,90.759,54,7,6
39.03,35.313,29.86,544.98,79.557,592,1,6
254.97,254.97,255,46.592,161.64,238,1,1
254.98,254.92,254.88,75.983,171.75,478,0,1
234.81,234.94,232.17,63.674,198.92,187,1,1
255,254.95,254.95,26.231,267.05,1290,0,1
255,254.95,254.95,26.231,267.05,1290,1,1
254.99,254.99,254.98,20.724,313.86,1190,0,1
253.64,254.95,254.54,12.38,422.28,859,0,1
249.05,249.53,249.21,34.309,526.42,1631,0,1
254,254.66,254.59,24.814,485.19,1341,1,1
237.51,239.1,238.2,54.508,556.56,183,0,1
250.51,251.51,252.28,23.792,581.4,1674,0,1
245.64,246.88,247.47,36.977,670.91,1472,0,1
252.71,254.14,254.88,44.494,647.13,409,0,1
251.79,253.26,254.92,18.365,734.89,1418,0,1
252.37,253.42,254.88,26.273,702.23,516,0,1
241.12,244.36,246.18,29.195,787.72,600,0,1
254.83,255,255,23.54,218.16,1618,0,1
211.66,216.51,148.61,57.951,388.67,61,20,2
226.51,227.26,153.35,55.329,417.8,246,17,2
90.227,102.05,50.852,88.977,103.61,176,62,2
68.681,83.253,27.912,46.33,80,91,35,2
114.23,126.29,91.293,75.669,108.21,157,21,2
59.454,70.206,21.093,113.59,71.474,97,24,2
150.27,167.22,167.15,178.84,71.517,333,26,2
45.077,57.308,11.59,165.77,18.179,39,12,2
37.538,46.446,20.354,108.8,26.2,65,27,2
42.019,56.915,89.906,46.349,64.179,106,18,2
46.096,48.219,12.205,22.781,28.562,73,26,2
52.164,70.902,12.984,14.787,69.902,61,25,2
46.832,63.859,43.195,491.34,645.3,149,23,2
69.093,83.512,62.38,452.89,653.37,129,21,2
97.364,101.05,78.455,433.73,687.05,22,43,2
90.118,96.118,73.059,455.35,719.06,34,30,2
51.077,61.462,41.606,496.32,701.14,104,19,2
59.422,71.978,52.778,467.31,687.27,45,31,2
56.551,67.854,44.101,568.35,783.8,158,17,2
42.197,61.592,31.526,588.16,751.89,76,14,2
40.4,55.162,33.954,593.42,679.06,130,24,2
48.077,71.692,43.154,576.03,716.23,39,25,2
39.044,52.022,39.689,519.42,657.47,45,16,2
58.81,63.143,33.917,569.64,489.86,84,67,2
67.513,83.872,50.239,584.84,505.01,117,15,2
76.441,92.542,51.559,550.14,450.9,59,16,2
60.167,78.278,46.222,590.33,469.83,18,28,2
62.952,90.238,46.476,563.86,411.81,21,23,2
43.395,58.966,30.313,587.37,444.62,147,11,2
81.042,91.38,66.31,543.41,389.28,71,13,2
57.553,69.026,40.658,593.12,390.53,76,17,2
53.713,69.614,44.495,581.91,314.27,101,11,2
93.291,97.618,56.6,573.18,239.38,55,63,2
71.284,91.239,53.104,559.34,261.61,67,68,2
67.355,88.039,46.605,532.74,147.99,76,14,2
47.286,72.054,35.446,527.45,82.232,56,17,2
101.23,112.17,67.129,524.49,19.984,124,68,2
67.598,62.724,37.161,563.8,20.402,87,87,2
33.316,39.949,19.574,555.01,102.79,136,16,2
51.583,56.932,46.848,386.58,272.81,132,27,2
42.194,59.611,44.222,305.94,269.42,36,57,2
48.75,69.944,49.083,264.42,251.42,36,46,2
60.132,81.091,60.983,183.12,276.31,121,55,2
60.884,77.442,56.698,231.99,256.84,86,42,2
37.642,54.906,43.981,249.26,276.6,53,29,2
31.816,43.701,34.046,447.18,153.01,87,50,2
38.176,52.676,44.059,488,161.24,34,61,2
42.185,57.076,45.924,506.91,194.97,92,29,2
41.588,41.971,36.559,511.21,246.35,34,21,2
214,172.08,142.38,195,317,13,43,3
215.74,178.35,149.49,203.54,344.25,57,39,3
214.84,180.65,154.58,230.94,316.9,31,34,3
205.89,172.31,147.61,239.26,342.39,54,24,3
199.22,156.28,125.35,294.26,306.57,54,49,3
187.05,148.55,123.26,334.22,336.13,82,46,3
169.35,131.67,106.48,406.69,307.19,48,84,3
176.57,141.3,116.11,455.45,328.68,56,29,3
157.44,119.26,97.488,509.42,319.14,43,22,3
182.44,146.15,124.44,376.65,390.15,34,41,3
207.74,179.2,156.74,224,396.75,65,28,3
198.41,163.56,135,185.3,468.96,27,27,3
191.13,154.74,130.94,242.58,519.32,31,27,3
209.84,172.24,146.71,277.22,447.91,55,23,3
194.91,168.27,145.01,231.04,459.16,70,45,3
