@RELATION train_nonumpixels

@attribute R REAL
@attribute G REAL
@attribute B REAL
@attribute G1 REAL
@attribute G2 REAL
@attribute x_region REAL
@attribute y_region REAL
@attribute text REAL
@attribute type {1,2,3,4,5,6,7}

@DATA
157.22,177.69,189.28,24.326,53.044,397.14,277.38,13,5
81.626,91,102.25,-35.139,83.216,383.55,463.02,6,5
68.344,66.484,72.258,93.834,68.403,382.23,504.34,14,5
71.359,76.41,71.476,16.116,12.015,382.96,653.87,11,5
77.313,80.419,77.134,22.808,14.012,387.93,704.1,2,5
96.933,109.22,120.2,30.471,22.47,270.88,786.63,1,5
139.72,157.75,181.83,13.845,9.04,133.11,633.81,1,5
220.72,231.28,247.16,6.854,72.954,94.824,225.12,2,5
62.064,60.067,61.865,13.646,11.64,416.84,225.36,26,6
254.99,254.99,254.91,87.885,0.030669,225.9,24.187,0,1
255,255,255,87.339,0,31.1,42.719,0,1
255,255,254.99,89.013,0.0071558,50.346,153.26,0,1
254.98,254.98,254.98,87.057,0.052281,29.668,350.45,0,1
254.98,254.97,254.96,87.029,0.058366,31.431,540.24,0,1
76.635,93.769,49.519,19.107,23.17,96,737.35,19,2
48.964,64.6,31,13.261,16.765,151.62,790.29,27,2
102,79.796,67.571,29.918,25.41,384,609.43,34,3
104.93,87.289,76.4,49.553,26.673,305.4,544.87,40,3
116.36,98.533,90.822,-13.781,27.134,169.38,606.13,41,3
124.35,106.24,96.588,17.581,39.473,136.45,557.84,83,3
118.59,104.11,101.15,14.644,21.118,122.61,465.78,35,3
128.56,106.56,92.556,43.469,33.762,300.67,460.11,45,3
114.88,93.044,80.118,-10.565,23.718,378.44,397.04,40,3
116.42,96.895,85.447,0.25228,18.377,391.61,330.18,28,3
126.83,109.48,101.63,28.534,27.827,297.76,292.48,60,3
140.1,136.51,138.71,23.887,31.957,185.85,298.85,82,3
130.12,122.51,126.48,71.723,18.392,140.97,349.46,29,3
138.69,122.76,115.79,-57.826,23.501,182.41,141.59,39,3
141.2,131.4,130.3,24.532,22.322,204.4,70.1,52,3
112.19,95.185,88.185,16.595,18.909,380.56,118.41,29,3
112.3,98.3,95.3,40.289,14.587,334.75,73.2,40,3
125.96,111.12,101.88,19.138,20.353,325.68,190.4,57,3
98.433,77.633,69.533,-50.778,22.884,384.67,744.03,49,3
98.045,80.045,66.045,-12.555,26.162,310.18,777.68,33,3
104.15,85.154,78.154,-21.091,28.196,234,725,58,3
63.425,81.791,63.229,88.244,79.904,375.34,652.43,8,5
56.303,56.312,49.121,26.604,18.069,364.88,709.96,22,5
134.65,163.21,176.09,10.635,28.085,369.15,780.53,2,5
106.98,135.65,151.19,14.335,28.055,239.94,791.96,25,5
143.45,177.72,216.32,47.186,21.485,243.72,696.15,6,5
59.433,63.774,63.678,-38.606,24.946,267.49,648,15,5
92.767,126.83,146.07,16.303,35.385,233.3,474.9,7,5
150.61,177.41,189.38,19.893,53.929,373.23,486.96,4,5
140.17,160.7,168.7,25.138,66.427,369.74,454.46,13,5
80.84,94.486,100.29,28.945,19.893,366.72,306.79,9,5
145.97,166.23,174.38,39.442,6.322,389.31,287.67,4,5
187.71,209.52,228.11,62.35,27.209,260.8,296.34,5,5
150.43,173.49,192.22,10.675,32.819,271.51,240.65,1,5
165.34,188.23,212.58,47.104,34.009,205.64,241.12,5,5
246.25,249.8,252.04,31.024,92.331,103.75,243.16,8,5
98.588,105.03,124.39,10.444,32.048,148.5,302.9,4,5
112.4,140.2,152.93,29.887,18.715,257.74,194.26,17,5
61.023,60.591,63.864,96.023,18.964,387.5,67.5,20,5
139.77,160.96,174.19,92.877,43.335,291.74,70.085,17,5
119.39,146.17,165.42,-84.595,19.656,241.69,395.72,6,5
97.984,121.41,138.14,99.799,24.279,250.71,358.94,24,5
40.007,38.031,40.544,28.775,11.493,400.46,246.69,6,6
88.079,68.54,89.651,0.6939,27.581,419.22,468.16,21,7
255,255,255,85.357,0,25.162,21.236,0,1
248.65,248.64,248.97,77.587,4.597,168.69,26.865,0,1
247.32,246.2,245.87,56.402,98.985,13.071,385.96,0,1
255,254.82,254.94,74.18,0.16545,10.818,727.89,0,1
115.2,120.05,66.15,50.965,40.674,93.85,798.95,72,2
190.43,170.87,170.09,0.73635,35.636,95.435,276.22,77,3
191.16,173.08,168.81,-23.311,33.123,110.78,176.54,52,3
176.04,162.04,162.04,-84.422,13.308,109.24,91.868,12,3
166.14,145.14,140.9,6.724,34.155,78.54,442.54,46,3
173.25,152.95,153.8,0.72007,42.71,65.65,560.1,81,3
191.82,171.82,172.82,14.177,31.83,52.737,672.32,57,3
196.36,179.93,178.27,19.63,19.529,74.156,366.71,21,3
126.66,94.447,80.979,15.812,43.257,261.09,769.11,70,3
117.34,91.816,85.263,28.798,30.377,139.29,738.95,51,3
205.41,201.93,197.89,32.784,88.797,335.97,550.07,2,3
206.99,221.06,244.1,44.437,0.81185,180.83,638.91,1,5
205.16,220.62,244.65,46.953,0.91367,194.83,582.62,0,5
205.11,222.07,247.01,40.063,1.242,194.1,532.25,1,5
86.826,84.261,85.261,0.4245,21.235,214.24,463.46,62,5
61.883,62.436,65.041,37.518,10.858,225.51,426.28,2,5
75.355,72.135,73.394,22.95,12.675,312.54,356.95,13,5
110.86,103.97,105.71,80.847,31.186,239.72,299.84,6,5
143.31,148.53,158.73,38.152,12.775,248.57,236.82,46,5
93.071,83,77.821,26.44,11.172,308.14,205.64,31,5
93.483,90.232,92.869,48.043,11.447,266.51,157.8,11,5
125.67,127.39,136.23,48.304,10.38,286.57,129.55,5,5
167.47,179.4,193.86,39.685,76.762,282.99,85.862,2,5
154.66,168.96,187.22,28.684,87.847,283,55.571,0,5
77.948,76.33,77.789,13.795,15.423,341.56,49.443,18,5
121.04,127.55,133.26,10.896,17.062,307.3,29.06,76,5
109.07,94.411,90.321,22.913,81.792,324.16,243.63,8,5
40.518,27.099,22.723,0.63956,5.499,457.06,338.28,18,5
30.344,27.552,27.027,19.543,77.506,463.95,288.72,6,5
67.667,56.208,46.667,10.183,60.283,456.33,228.92,9,5
79.958,68.958,66.958,27.243,75.793,454.49,182.08,11,5
80.232,72.804,72.082,15.567,53.428,457.89,142.89,7,5
43.185,35.704,34.367,41.892,10.314,461.52,103.11,2,5
44.547,42,38.961,23.933,12.931,456.65,53.626,5,5
95.722,91.765,87.261,21.647,17.376,444.3,35.878,7,5
127.5,115.25,99.83,-0.086217,10.466,416.43,400.62,12,5
118.97,108.92,97.371,9.709,76.873,423.31,457.96,6,5
39.892,33.222,32.163,30.775,46.673,461.01,564.96,6,6
32.422,27.491,27.902,48.792,14.704,511.2,602.4,3,6
30.027,26.027,25.027,0.84558,7.494,472.89,667.42,10,6
12.65,10.563,12.311,93.121,38.448,474.58,716.18,4,6
66.857,93.179,56.179,22.173,26.44,25.554,641.7,39,2
70.222,99.306,49.917,10.09,33.463,55.472,576.19,48,2
99.769,107.27,73.538,42.435,47.06,262.27,606.65,88,2
86.022,108.71,78.429,15.48,26.69,189.51,751.44,95,2
62.078,67.039,31.804,-0.89638,18.881,279.18,728.18,24,2
108.09,112.38,96.407,15.601,36.588,270.92,443.72,26,2
112.74,116.59,89.776,8.489,23.967,432.38,450.61,62,2
45.875,72.458,63.458,25.351,32.316,521.5,735.29,48,2
83.042,115.58,63.583,-48.069,19.454,449,678.38,51,2
71.767,75.14,62.86,10.67,21.613,556.79,225.42,38,2
58.975,87.765,35.432,-0.97668,30.753,95.309,751,25,2
90.892,110.27,63.697,94.712,36.507,111.75,625.16,46,2
99.768,116.7,86.696,-83.476,22.007,350.23,455.14,69,2
115.73,92.404,97.717,-10.468,19.815,251.6,28.99,52,3
90.513,67.474,57.474,-12.923,20.799,79.145,67.013,35,3
105.65,80.671,81.159,-19.829,16.058,296.52,199.1,27,3
81.655,67.145,67.873,-24.196,18.023,172.62,302.67,12,3
98.569,79.046,81.615,10.836,10.334,370.17,301.6,15,3
54.207,33.97,29.933,14.252,61.131,483.96,91.732,4,3
90.926,83.074,90.148,15.795,12.997,470.65,235.02,14,3
92.803,93.939,80.864,17.267,87.894,450.74,321.77,13,3
226.17,194.81,199.07,12.681,20.01,376.62,578.43,34,3
219.22,188.09,195.61,22.414,19.111,340.04,595,38,3
224.55,199.91,205.18,36.349,96.649,360,640.91,16,3
226.88,196.5,201.5,29.886,21.949,373.38,497.25,46,3
218.41,191.96,195.3,11.273,87.477,404.81,477.41,17,3
208,182.15,192.77,17.043,11.008,370.21,780.55,17,3
220.74,201.03,203.26,11.248,11.8,372.65,730.18,22,3
100.58,104.48,124.38,-0.84206,23.103,407.09,639.94,0,5
96.793,106.53,131.43,-12.563,34.382,410.93,661.84,22,5
208.48,215,237.92,-13.528,22.794,330.92,649.47,20,5
212.07,213.05,228.11,15.427,34.377,338.69,544.93,1,5
232.54,238.23,242.5,17.883,23.98,342.2,516.25,33,5
185.29,188.5,200.18,-21.143,44.197,395.81,526.78,8,5
184.15,198.33,211.54,31.412,39.195,405.44,547.06,12,5
184.59,195.96,221.43,-88.677,42.13,348.96,753.94,40,5
104.88,121.82,134.51,13.008,31.053,405.61,448.81,63,5
105.87,127,140.32,46.605,36.292,404.04,434.36,43,5
144.97,159.16,189.36,-32.828,45.13,412.02,770.03,57,7
98.964,128.9,133.52,-33.491,37.425,419.23,794.37,66,7
255,255,255,86.458,0,32.841,26.462,0,1
254.96,254.96,254.96,86.138,0.13865,143.04,30.134,0,1
251.34,252.01,253.22,81.165,39.068,29.818,352.87,0,1
40,58.67,41.4,17.459,19.654,491.69,76.183,33,2
102.62,155,123.4,33.036,38.066,451.22,63.033,40,2
77.11,93.476,70.061,38.316,22.815,434.04,17.878,12,2
43.8,64.888,43.4,20.965,18.119,362.29,26.456,21,2
133.83,124.47,105.72,25.369,31.671,280.72,44.132,38,2
77.953,88.846,56.804,0.1314,20.699,344.06,84.897,26,2
108.83,111.31,106.89,91.722,29.716,223.58,95.646,34,2
100.78,117.25,106.65,0.30723,27.775,108.79,142.05,39,2
94.808,123.02,120.33,-3.338,14.421,68.462,260.96,17,2
98.709,104.56,106.36,11.413,15.439,133.42,283.69,13,2
50.362,53.34,46.362,11.007,30.79,572.15,731.72,59,2
89.479,83.726,67,98.721,35.545,580.49,555.85,55,2
122.71,120.12,110.42,15.328,30.753,582.52,267.63,36,2
57.069,81.103,59.552,28.541,23.59,537.93,264.17,24,2
76.578,95.714,86.26,67.834,25.379,538.9,17.571,27,2
82.361,65.934,59.934,89.676,74.411,463.77,535.02,11,3
17.204,13.204,12.204,21.875,1.674,415.6,719.21,2,3
59.948,50.155,48.397,27.658,18.641,182.36,709.29,9,3
91,78.256,79.86,-22.417,22.283,263.86,622.74,42,3
169.81,131.72,126.19,10.281,37.482,262.5,497.64,92,3
153.81,133.08,133.97,14.936,50.328,101.89,471.59,107,3
44.87,38.087,35.174,70.928,11.668,81.13,716.3,29,3
123.27,103.88,104.29,10.321,37.241,224.15,223,73,3
117.65,99.882,95,-99.079,33.313,325.35,233.06,59,3
113.52,92.519,87.519,-60.696,33.278,441,235,12,3
194.65,196.57,202.02,6.741,12.607,350.45,305.91,5,3
223.7,227.88,236.06,26.568,29.416,322.42,384.45,2,3
130.85,117.51,123.71,3.381,13.061,305.9,146.76,29,3
123,94.115,84.615,72.614,17.014,404.69,145.44,19,3
172.54,183.61,192.63,11.831,82.477,480.04,328.01,6,3
184.09,204.48,229.21,24.112,67.148,437.2,400.43,1,5
161.25,182.99,203.53,16.073,16.332,440.08,370.39,31,5
228.22,246.38,254.05,40.737,15.252,166.75,404.37,0,5
117.42,135.1,150.68,21.411,15.609,186.71,346.44,4,5
167,189.62,205.62,-28.722,66.776,231.03,313.78,11,5
252.96,253.71,251.66,75.174,17.566,24.249,326.42,0,1
254.96,255,254.94,84.516,0.037747,16.886,418.96,0,1
137,165.62,95.633,-46.719,38.063,302.87,57.667,83,2
121.83,136.34,73.287,-33.508,28.946,266.38,173.69,74,2
116.81,146.24,90.079,35.474,21.895,165.52,57.64,15,2
137.84,164.22,94.822,38.319,35.967,153.9,162.26,60,2
157.5,175.1,119.31,-15.95,44.995,182.97,267.65,45,2
171.98,192.05,131.78,12.017,28.86,66.647,135.53,41,2
160.27,181.82,107.13,-16.653,17.067,13.5,25.268,21,2
109,129.91,93.782,-0.29779,34.764,231.38,406.05,46,2
127.22,144.34,110.85,-11.833,41.683,127.8,485.85,126,2
218.52,212.31,143.52,12.613,26.193,75.738,516.48,45,2
201.07,203.98,132.42,47.515,28.11,176.96,518.03,63,2
152.48,159.07,92.37,58.867,38.931,271.46,541.1,98,2
131.9,140.02,78.371,-10.808,40.188,216.67,672.16,15,2
194.97,207.57,131.67,-48.284,22.598,147.62,716.9,22,2
186.78,186.6,118.12,43.516,58.878,65.776,726.36,54,2
195,196.52,144.02,53.678,42.151,38.672,651.82,72,2
174.87,186.33,124.51,17.385,36.833,209.97,759.07,61,2
135.08,147.18,65.274,-53.894,23.163,294.24,777.37,21,2
113.56,143.26,86.051,-48.723,78.618,493.56,397.92,11,2
125.16,151.48,96.333,69.039,65.896,494.11,220.67,6,2
163.37,113.34,114.2,13.945,16.96,420.77,398.2,41,3
103.42,74.79,78.677,52.918,15.299,415.1,329.19,25,3
107.15,84.03,81.727,41.807,23.777,343.64,338.67,29,3
169.71,125.11,124.47,87.057,34.951,326.58,379.03,40,3
99.419,73.935,73.484,-23.864,25.308,425.42,590.68,31,3
123.28,91.406,93.156,95.164,32.625,381.13,787.19,38,3
189.84,163.68,176.76,-11.222,26.846,61.8,378.48,35,3
57.775,41.7,38.075,-24.078,13.866,403.48,167.3,21,3
94.277,66.553,70.936,31.558,10.863,432.79,30.617,18,3
93.747,73.557,58.38,-0.75621,25.71,396.49,251.19,33,5
45.25,44.731,51.76,95.015,13.987,392.04,295.66,27,5
109.33,119.81,129.91,12.462,16.784,434.83,248.9,27,5
82.406,69.821,79.146,70.357,90.634,402.28,469.86,18,5
93.872,85.744,95.154,37.265,15.167,444.49,466.1,19,5
76.985,67.152,73.871,12.994,17.15,407.22,549.08,27,5
50.186,42.814,50.356,88.362,81.602,381.49,711.19,11,5
66.806,57.806,61.935,-39.156,58.591,438.06,134.91,10,5
252.7,254.08,252.29,75.08,15.177,25.312,537.05,0,1
254.91,254.91,254.62,80.847,0.31038,45.102,623.41,0,1
153.34,172.52,129.62,74.971,59.999,476.47,500.19,4,2
153.42,186.28,126.45,-19.761,51.864,474.03,722.75,7,2
85.691,115.62,65.16,80.417,19.233,226.94,742.28,16,2
88.985,118.82,57.209,52.069,77.826,34.448,756.1,22,2
121.97,146.62,110.17,-28.241,43.667,199.5,379.16,126,2
101.2,123.31,103.36,-10.685,26.02,266.47,485.17,28,2
104.66,126.3,93.117,-11.236,30.51,213.17,525.6,20,2
167.26,194.91,139.7,80.594,28.502,251.78,248.78,25,2
82.233,96.86,83.093,10.817,18.456,159.84,210.58,25,2
140.96,156.11,142.38,-11.496,41.313,59.292,278.83,68,2
146.27,163.91,123.29,-38.784,29.358,47.232,399,48,2
146.13,166.05,135.13,-70.499,27.128,96.48,368.54,23,2
94.056,129.44,113,11.668,18.237,501.79,14.056,41,2
80.308,94.385,74.596,10.971,12.609,296.12,62.673,15,2
215.33,210.03,217.32,-39.442,54.798,205.17,18.052,1,3
149.14,125.86,139.66,-0.46073,17.883,362.54,35.423,25,3
116.16,84.311,86.111,55.054,10.361,372.73,167.87,14,3
165.82,123.25,138.43,20.125,71.803,324.82,135.21,15,3
177.2,134.72,142.58,13.12,41.266,315.67,100.03,5,3
78.738,60.381,51.119,42.972,12.19,348.76,278.83,9,3
93.029,63.966,64.859,8.752,60.004,366.9,489.81,12,3
134.09,98.156,97.375,23.098,12.019,368.84,551.41,19,3
185.81,143.14,151.84,0.98669,11.342,363.5,631.23,15,3
216.08,181,186.18,-10.393,15.028,236.18,611.54,25,3
197.16,180.38,194.07,17.378,13.148,109.2,576.7,17,3
227.95,198.28,210.02,11.921,77.624,105.79,605.52,11,3
116,82.984,86.793,57.384,10.905,298.59,664.64,8,3
110.54,76.597,83.398,50.166,10.135,388.57,665.47,15,3
162.45,135.95,139.22,68.204,28.685,358.52,794.63,54,3
198.26,160.71,178.72,98.609,45.679,218.63,106.26,6,3
99.58,93.949,96.915,27.558,21.62,357.31,428.5,23,5
100.61,96.657,111.13,96.705,21.816,402.9,425.31,16,5
66.842,65.757,56.434,11.111,94.464,358.65,344.48,6,5
103.42,79.506,62.213,18.154,13.974,350.03,234.65,16,5
95.862,96.241,117.07,51.13,28.576,401.45,215.68,8,5
55.746,58.183,47.056,10.079,50.869,372.68,733.09,2,5
81.8,89.188,121.37,-43.635,23.005,402.18,739.01,43,5
98.853,93.881,102.08,28.932,14.111,296.42,20.112,11,5
255,255,255,86.242,0,22.411,27.475,0,1
254.99,254.99,254.99,87.143,0.020869,25.71,119.79,0,1
88.689,95.336,50.244,53.399,28.408,342.62,27.992,40,2
51.709,61.344,25.921,-41.511,18.791,462.3,22.311,13,2
196.47,196.97,197,31.468,42.505,367.94,192.53,17,3
213.4,213.41,213.28,72.428,14.917,292.23,326.87,1,3
212.24,212.26,212.12,42.835,11.229,190.91,524.62,2,3
103.58,95.572,84.993,22.903,14.644,205.94,580.37,3,3
198.63,198.63,198.63,71.64,0.39106,453.55,615.76,1,3
195.86,195.86,195.88,59.448,58.092,507.07,396.62,0,3
191.04,191.71,193.5,53.805,0.78018,529.62,273.99,1,3
53.014,47.64,41.136,-3.257,48.675,398.14,254.37,7,3
66.815,57.643,46.522,98.682,52.375,295.79,480.02,8,3
79.849,70.496,60.901,-15.964,11.004,104.74,463.42,28,3
52.278,50.916,50.08,33.189,57.637,180.06,348.06,5,3
221.85,222.85,224.85,54.084,46.759,142.52,263.79,0,3
115.66,113.92,109.55,23.647,27.696,159.98,139.9,26,3
98.099,95.092,88.305,34.51,13.791,62.641,265,1,3
84.531,74.891,62.313,14.574,19.693,123.28,766.41,1,3
211.77,212.49,224.09,48.74,17.084,197.93,61.7,0,3
43.058,46.022,42.08,22.836,38.207,569.13,680.73,1,5
33.316,32.849,26.801,29.026,43.634,542.07,610.84,1,5
42.601,44.644,40.877,39.938,41.093,576.85,552.83,5,5
185.84,199.04,216.24,85.351,78.261,291.92,665.43,9,5
166.88,186.69,224.36,26.886,28.873,278.32,757.48,5,5
72.917,63.525,49.337,13.265,70.796,305.67,547.86,3,5
81.026,68.526,47.403,79.556,74.784,373.04,378.24,40,5
69.778,77.222,86.278,5.694,42.531,417.59,306.61,40,5
62.66,68.213,80,31.326,25.267,462.47,199.62,43,5
65.352,66.972,61.986,6.364,88.204,484.11,162.51,9,5
33.816,33.114,27.57,12.219,33.849,298.25,189.4,1,5
34.602,33.71,33.459,45.436,43.777,225.92,296.19,2,5
40.611,37.123,31.287,51.84,20.616,70.407,540.9,0,5
45.006,42.354,36.073,43.267,13.621,17.944,653.47,1,5
243,250.11,254.7,75.163,0.45217,44.024,174.83,0,1
246.03,251.18,253.52,75.657,0.34638,95.304,348.73,0,1
251.34,254.65,254.64,86.033,0.040193,34.96,560.93,0,1
69.12,62.84,19.84,-48.485,19.123,99,38.12,38,2
43.353,39.074,15.603,46.328,15.566,324.43,79.765,15,2
30.015,31.088,14.456,16.073,10.022,264.65,93.676,19,2
78.651,60.837,49.395,-70.732,27.067,354.19,237.14,34,3
149.09,147.46,141.84,14.304,31.257,302.37,348.17,2,3
86.263,69.053,59.053,67.897,37.612,394.95,511.32,71,3
60,43,35,-29.982,14.961,382.53,633.53,30,3
106.69,104.81,99.43,50.137,0.94602,276.65,704.91,1,3
120.25,118.1,113.02,47.864,13.656,207.63,660.35,1,3
110.17,108.62,103.63,37.464,24.047,123.21,725.01,0,3
132,145.7,150.78,15.17,13.293,219.64,492.36,0,3
159.91,164.91,169.5,73.316,16.287,210.33,260.61,0,3
70.568,52.081,42.297,31.086,22.752,462.3,199,40,3
76.906,59.718,49.718,33.933,21.859,357.2,381.56,39,3
143.14,139.99,132.39,10.968,52.044,314.13,591.55,3,3
77.905,76.11,68.582,0.9688,94.138,321.13,787.34,6,3
85.573,97.061,103.87,19.152,10.374,225.33,532.95,18,5
141.45,156.24,161.57,12.348,10.403,229.89,403.99,3,5
133.73,149.43,153.91,81.169,11.621,236.19,365.08,7,5
139.77,159.91,159.09,17.54,50.833,258.23,283.93,30,5
114.16,132.82,131.25,19.682,83.217,251.97,240.25,3,5
22.241,15.981,17.111,28.729,10.407,482.96,256.28,1,5
17.059,16.952,16.471,30.93,41.078,501.78,479.06,2,5
11.111,11.303,11.188,62.838,25.004,481.12,544.06,4,5
15.407,15.728,13.567,48.436,14.313,490.31,572.48,1,5
64.729,65.928,65.68,41.169,5.012,234.95,737.04,6,5
81.906,83.467,83.149,38.597,48.969,160.01,730.87,3,5
35.602,39.081,42.382,28.463,68.509,319.08,756.38,4,5
21.288,16.128,16.703,37.44,83.256,509.56,398.74,2,6
22.779,26.041,23.255,58.463,13.757,500.52,329.61,1,6
52.673,51.683,58.119,50.855,20.146,544.82,755.31,5,7
255,254.99,254.9,87.025,0.026537,21.86,227.71,0,1
255,254.99,254.99,86.384,0.030995,18.205,338.39,0,1
44.106,48.953,45.176,70.739,26.204,66.647,156.76,22,2
21.018,26.171,19.276,12.003,60.785,164.63,56.055,4,2
40.211,49.807,34.789,15.858,17.238,47.947,13.614,4,2
128.84,128.69,135.37,58.445,53.206,302.81,55.475,1,3
141.21,142.61,147.55,63.352,14.231,406.01,51.627,1,3
114.41,119.36,126.11,56.457,18.818,535.56,23.345,2,3
140.72,141.6,144.93,30.481,26.401,536.99,210.15,1,3
177.88,177.43,182.06,44.315,28.865,396.95,206.4,0,3
173.29,173.03,173.83,47.592,79.106,375.86,427.82,1,3
172.96,173.96,177.89,52.815,0.61345,526.58,438.79,0,3
119.36,121.87,124.31,41.003,6.74,537.64,640.74,1,3
58.687,58.823,48.928,22.873,13.79,371.99,724.22,3,3
192.3,193.28,197.42,55.863,14.035,353.08,669.75,2,3
207.55,206.55,211.55,66.609,0.81824,189.65,650.84,4,3
180.49,180.32,180.92,46.636,94.088,240.05,463.52,1,3
178.59,177.72,181.34,39.557,61.381,284.36,195.35,1,3
150.28,149.14,149.35,34.23,12.256,184.65,257.54,0,3
91.485,91.007,90.279,-14.824,45.566,112.35,266.99,2,3
224.5,225.79,231.17,38.059,1.234,62.647,323.81,1,3
120.43,120.43,121.12,16.573,22.476,28.841,502.93,1,3
74.488,72.211,70.437,10.246,6.305,112.62,711.74,2,3
141.07,138.13,142.11,65.588,68.456,59.891,779.44,3,3
219.49,219.34,221.28,61.922,0.84697,120.28,457.01,1,3
218.43,217.96,221.45,61.465,0.73681,86.902,591.68,1,3
161,172.09,198.55,80.632,59.634,124.55,306.73,11,5
163.64,178.88,204.22,30.867,1.244,116.24,362.41,2,5
151.95,168.79,192.45,37.956,25.177,72.605,509.84,0,5
160.1,174.65,201.1,38.243,18.214,52.485,589.3,0,5
156.56,171.82,197.17,11.738,37.287,158.63,582.27,3,5
149.07,162.18,187.49,44.589,1.672,185.47,484.78,1,5
152.51,167.29,189.73,28.412,24.557,211.45,365.2,1,5
156.22,172.14,196.66,18.916,32.713,219.19,297.55,2,5
63.156,62.906,65.117,36.927,54.833,245.7,191.76,2,5
21.412,17.914,21.004,30.981,59.698,358.43,114.25,4,5
26.782,23.861,24.604,15.513,48.026,346.47,156.98,18,5
57.41,52.432,55.194,-30.559,40.105,470.43,141.7,9,5
54.127,48.218,51.691,48.224,40.237,479.24,98.655,127,5
46.438,45.926,47.222,89.418,63.883,333.66,277.7,18,5
57.418,56.077,59.629,-79.552,97.052,320.81,358.84,8,5
63.796,62.246,64.382,53.497,16.365,298.17,521.66,64,5
98.783,108.66,119.18,-2.675,22.722,294.78,606.47,7,5
60.343,52.148,43.152,96.774,18.395,421.33,613.14,28,5
63.136,53.318,55.136,-11.529,30.998,442.64,508.5,51,5
84.463,74.529,67.685,-10.598,38.638,449.08,343.68,4,5
68.395,66.768,53.098,16.621,13.515,468.17,269.76,18,5
31.55,34.504,35.832,43.254,11.943,585.11,285.44,19,5
51.06,59.774,57.578,15.705,11.78,573.6,331.16,21,5
60.445,66.063,63.269,10.094,12.124,566.21,540.06,7,5
31.716,39.284,35.44,-45.999,15.238,586.33,662.27,16,5
243.76,245.25,246.11,71.979,7.749,38.892,28.134,0,1
254.95,254.95,254.95,83.571,0.12916,13.674,158.76,0,1
254.99,254.92,254.79,71.819,0.17164,10.765,771.38,0,1
99.766,84.043,74.957,58.188,41.778,433.32,777.62,40,3
109.79,98.857,94.786,-73.332,50.938,166,774.29,33,3
139.06,118.36,112.64,18.018,33.919,103.58,647.3,86,3
123.73,105.14,96.727,25.406,36.489,184.41,592.18,74,3
120.96,94.16,82.04,-0.17923,16.464,427.28,586.64,40,3
132.5,106.33,95.056,68.805,26.331,441.64,456.86,14,3
134.43,118.35,105.39,63.455,55.794,269.27,422.94,23,3
135.44,118.69,110.63,14.608,51.869,79.5,439.5,128,3
137.55,127.36,125,13.989,47.925,109.64,333.68,18,3
125.41,108.41,100.41,-0.57259,45.511,168.37,258.63,72,3
134.95,121.62,111.05,27.564,47.724,320.62,264.95,86,3
117.2,103.08,92.122,10.36,29.062,462.16,283.76,30,3
127.57,111.57,96.565,81.571,39.649,343.43,138.91,51,3
112.49,94.412,82.451,10.272,29.825,445.16,57.078,53,3
128.58,113.61,106.64,95.702,48.646,172.18,80.303,48,3
123.89,109.04,101.82,11.644,48.126,108.46,195.96,92,3
173.58,205.28,232.49,15.941,57.013,235.92,685.36,16,5
30.222,55.765,46.914,-12.015,17.104,451.59,707.72,12,5
124.36,119.86,103.67,58.574,17.034,513.28,688.03,15,5
208.23,235.93,253.95,88.578,36.205,428.52,339.7,6,5
175.94,208.69,233.85,68.305,15.082,264.88,348.97,19,5
125.47,161.61,190.3,54.847,29.836,95.99,392.17,0,5
128.95,165.79,194.68,44.57,0.71607,76.922,535.54,1,5
38.746,41.012,44.116,46.964,58.853,278.42,170.92,4,5
92.161,76.555,34.216,-14.205,10.838,462.34,140.51,6,5
78.942,92.006,90.128,27.99,41.129,508.29,133.3,59,5
93.061,113.53,138.88,15.809,19.189,129.2,139.05,1,5
41.973,44.455,53.224,35.713,11.278,504.56,220.15,6,6
255,255,254.98,89.845,0.0033721,107.6,118.01,0,1
254.99,255,254.96,87.691,0.011621,29.756,296.01,0,1
255,255,255,87.959,0,39.7,57.106,0,1
69.458,90.563,64.917,0.25096,27.411,255.08,41.438,26,2
38.769,59.256,42.128,-67.691,16.511,305.12,121.79,34,2
102.84,132.23,121.11,10.696,29.625,208.23,233.7,28,2
33.659,50.185,37.104,14.265,11.054,371.86,216.64,12,2
41.359,45.051,34.59,-0.89652,14.14,460.59,87.051,10,2
16.436,23.519,18.058,10.829,4.361,356.33,28.166,8,2
137.5,108.9,100.57,-48.144,26.273,456.23,359.27,64,3
133.85,108.65,100.1,84.709,42.209,390.4,336.75,73,3
141.5,124.5,116.5,50.557,38.541,346.58,287.22,71,3
147.03,131.48,134.48,23.807,36.77,179.77,288.9,57,3
154.46,139.46,142.46,25.819,40.699,135.96,388.21,61,3
132.54,112.31,108.62,20.765,55.408,134,485.46,90,3
120.62,104.97,102.24,15.351,59.904,125.35,589.26,100,3
126.38,104.04,93.833,14.468,43.126,282.5,566.42,69,3
128.52,107.82,102.21,52.828,31.978,406.96,606.14,64,3
140.47,122.47,112.47,-30.429,59.664,331.88,475.59,87,3
144.44,125.97,117.39,2.347,58.415,324.06,688.11,61,3
121.05,101.05,94.051,79.174,34.987,347.36,777.59,26,3
121.82,101.5,100.44,15.29,44.398,67.471,767.12,68,3
138.15,120.28,116.77,18.675,55.011,62.308,631,74,3
107.33,89.832,54.571,-34.386,10.161,434.98,483.66,5,5
